,title,cast,director,keywords,genres,fea
4586,What Happens in Vegas,"['ashtonkutcher', 'camerondiaz', 'lakebell', 'queenlatifah', 'treatwilliams']",tomvaughan,"['casino', 'hotel', 'roommate', 'fictitiousmarriage', 'romanticcomedy']","['comedy', 'romance']",casino hotel roommate fictitiousmarriage romanticcomedy ashtonkutcher camerondiaz lakebell queenlatifah treatwilliams tomvaughan comedy romance
4587,The Dark Hours,"['kategreenhouse', 'aidandevine', 'gordoncurrie', 'irisgraham', 'dovtiefenbach']",paulfox,"['canada', 'winter', 'hostage', 'olympicgames', 'cabin']","['horror', 'sciencefiction', 'thriller']",canada winter hostage olympicgames cabin kategreenhouse aidandevine gordoncurrie irisgraham dovtiefenbach paulfox horror sciencefiction thriller
4588,My Beautiful Laundrette,"['gordonwarnecke', 'danielday-lewis', 'roshanseth', 'saeedjaffrey', 'derrickbranche']",stephenfrears,"['londonengland', 'gay', 'immigration', 'society', 'british']","['romance', 'drama', 'comedy']",londonengland gay immigration society british gordonwarnecke danielday-lewis roshanseth saeedjaffrey derrickbranche stephenfrears romance drama comedy
4589,Fabled,[],,['independentfilm'],"['drama', 'mystery', 'thriller']",independentfilm   drama mystery thriller
4590,Show Me,"['michellenolden', 'katharineisabelle', 'kettturton', 'gabrielhogan', 'allegrafulton']",cassandranicolaou,['kidnapping'],"['drama', 'thriller']",kidnapping michellenolden katharineisabelle kettturton gabrielhogan allegrafulton cassandranicolaou drama thriller
4591,Cries and Whispers,"['harrietandersson', 'ingridthulin', 'karisylwan', 'livullmann', 'erlandjosephson']",ingmarbergman,"['sistersisterrelationship', 'sweden', 'dyinganddeath']",['drama'],sistersisterrelationship sweden dyinganddeath harrietandersson ingridthulin karisylwan livullmann erlandjosephson ingmarbergman drama
4592,Intolerance,"['lilliangish', 'maemarsh', 'robertharron', 'f.a.turner', 'samdegrasse']",d.w.griffith,"['usa', 'naivety', 'intolerance', 'mill', 'marriage']",['drama'],usa naivety intolerance mill marriage lilliangish maemarsh robertharron f.a.turner samdegrasse d.w.griffith drama
4593,Trekkies,"['denisecrosby', 'barbaraadams', 'majelbarrett', 'jamesdoohan', 'deforestkelley']",rogernygard,"['popculture', 'fanculture', 'documentary', 'sciencefiction', 'spaceopera']",['documentary'],popculture fanculture documentary sciencefiction spaceopera denisecrosby barbaraadams majelbarrett jamesdoohan deforestkelley rogernygard documentary
4594,The Broadway Melody,"['charlesking', 'anitapage', 'bessielove', 'nacioherbbrown', 'marydoran']",harrybeaumont,"['musical', 'singer', 'pre-code', 'wisecrackhumor', 'earlysoundfilm']","['drama', 'music', 'romance']",musical singer pre-code wisecrackhumor earlysoundfilm charlesking anitapage bessielove nacioherbbrown marydoran harrybeaumont drama music romance
4595,The Evil Dead,"['brucecampbell', 'ellensandweiss', 'richarddemanincor', 'betsybaker', 'theresatilly']",samraimi,"['falselyaccused', 'beheading', 'audiotape', 'logcabin', 'chainsaw']",['horror'],falselyaccused beheading audiotape logcabin chainsaw brucecampbell ellensandweiss richarddemanincor betsybaker theresatilly samraimi horror
4596,Maniac,"['elijahwood', 'americaolivo', 'noraarnezeder', 'zoeaggeliki', 'janbroberg']",franckkhalfoun,"['prostitute', 'mannequin', 'remake', 'murder', 'gore']",['horror'],prostitute mannequin remake murder gore elijahwood americaolivo noraarnezeder zoeaggeliki janbroberg franckkhalfoun horror
4597,Censored Voices,['amosoz'],morloushy,['womandirector'],"['history', 'documentary']",womandirector amosoz morloushy history documentary
4598,Murderball,"['joebishop', 'keithcavill', 'andycohn', 'scotthogsett', 'christopherigoe']",henryalexrubin,"['paralympics', 'wheelchair', 'sport', 'rugby']",['documentary'],paralympics wheelchair sport rugby joebishop keithcavill andycohn scotthogsett christopherigoe henryalexrubin documentary
4599,American Ninja 2: The Confrontation,"['michaeldudikoff', 'stevejames', 'larrypoindexter', 'garyconway', 'jeffcelentano']",samfirstenberg,"['marinecorps', 'army', 'ninja']","['action', 'adventure', 'drama']",marinecorps army ninja michaeldudikoff stevejames larrypoindexter garyconway jeffcelentano samfirstenberg action adventure drama
4600,51 Birch Street,"['carolblock', 'dougblock', 'ellenblock']",dougblock,[],['documentary'], carolblock dougblock ellenblock dougblock documentary
4601,Rotor DR1,"['christiankapper', 'nataliewelch', 'tome.nicholson', 'stevemoses', 'patrickcasteel']",chadkapper,[],"['sciencefiction', 'family']", christiankapper nataliewelch tome.nicholson stevemoses patrickcasteel chadkapper sciencefiction family
4602,12 Angry Men,"['henryfonda', 'martinbalsam', 'johnfiedler', 'leej.cobb', 'e.g.marshall']",sidneylumet,"['judge', 'jurors', 'sultriness', 'deathpenalty', 'fathermurder']",['drama'],judge jurors sultriness deathpenalty fathermurder henryfonda martinbalsam johnfiedler leej.cobb e.g.marshall sidneylumet drama
4603,My Dog Tulip,"['christopherplummer', 'lynnredgrave', 'isabellarossellini', 'petergerety', 'brianmurray']",paulfierlinger,"['humananimalrelationship', 'dog', 'germanshepherd', 'womandirector']","['animation', 'comedy', 'drama']",humananimalrelationship dog germanshepherd womandirector christopherplummer lynnredgrave isabellarossellini petergerety brianmurray paulfierlinger animation comedy drama
4604,It Happened One Night,"['clarkgable', 'claudettecolbert', 'walterconnolly', 'roscoekarns', 'jamesonthomas']",frankcapra,"['miami', 'referencetothebigbadwolf', 'reporter']","['comedy', 'romance']",miami referencetothebigbadwolf reporter clarkgable claudettecolbert walterconnolly roscoekarns jamesonthomas frankcapra comedy romance
4605,Dogtooth,"['hristospassalis', 'angelikipapoulia', 'marytsoni', 'christosstergioglou', 'michelevalley']",yorgoslanthimos,"['malenudity', 'femalenudity', 'hostage', 'paranoia', 'dysfunctionalfamily']",['drama'],malenudity femalenudity hostage paranoia dysfunctionalfamily hristospassalis angelikipapoulia marytsoni christosstergioglou michelevalley yorgoslanthimos drama
4606,Tupac: Resurrection,['tupacamarushakur'],laurenlazin,"['rapmusic', 'hip-hop', 'blunt', 'womandirector']","['music', 'documentary']",rapmusic hip-hop blunt womandirector tupacamarushakur laurenlazin music documentary
4607,Tumbleweeds,"['janetmcteer', 'kimberlyj.brown', 'jenniferpaige']",gavino'connor,['independentfilm'],"['comedy', 'drama']",independentfilm janetmcteer kimberlyj.brown jenniferpaige gavino'connor comedy drama
4608,The Prophecy,"['christopherwalken', 'eliaskoteas', 'virginiamadsen', 'ericstoltz', 'adamgoldberg']",gregorywiden,"['angel', 'archangelgabriel', 'menschheit']","['fantasy', 'horror', 'thriller']",angel archangelgabriel menschheit christopherwalken eliaskoteas virginiamadsen ericstoltz adamgoldberg gregorywiden fantasy horror thriller
4609,When the Cat's Away,"['garanceclavel', 'zinedinesoualem', 'renéelecalm', 'olivierpy', 'simonabkarian']",cédricklapisch,"['paris', 'cat']",['comedy'],paris cat garanceclavel zinedinesoualem renéelecalm olivierpy simonabkarian cédricklapisch comedy
4610,Pieces of April,"['katieholmes', 'derekluke', 'patriciaclarkson', 'oliverplatt', 'alisonpill']",peterhedges,"['sex', 'thanksgiving', 'roadtrip', 'love', 'independentfilm']","['comedy', 'drama']",sex thanksgiving roadtrip love independentfilm katieholmes derekluke patriciaclarkson oliverplatt alisonpill peterhedges comedy drama
4611,The Big Swap,"['markadams', 'markcaven', 'allisonegan', 'jackiesawiris', 'kevinhowarth']",nialljohnson,[],[], markadams markcaven allisonegan jackiesawiris kevinhowarth nialljohnson 
4612,Old Joy,"['daniellondon', 'willoldham', 'tanyasmith', 'robinrosenberg', 'kerimoran']",kellyreichardt,['womandirector'],['drama'],womandirector daniellondon willoldham tanyasmith robinrosenberg kerimoran kellyreichardt drama
4613,Wendy and Lucy,"['michellewilliams', 'willpatton', 'willoldham', 'johnrobinson']",kellyreichardt,"['usa', 'friendship', 'survival', 'scar', 'family']",['drama'],usa friendship survival scar family michellewilliams willpatton willoldham johnrobinson kellyreichardt drama
4614,3 Backyards,"['ediefalco', 'embethdavidtz', 'eliaskoteas', 'rachelresheff', 'kathrynerbe']",ericmendelsohn,['independentfilm'],['drama'],independentfilm ediefalco embethdavidtz eliaskoteas rachelresheff kathrynerbe ericmendelsohn drama
4615,Pierrot le Fou,"['jean-paulbelmondo', 'annakarina', 'graziellagalvani', 'dirksanders', 'jimmykaroubi']",jean-lucgodard,"['paris', 'painting', 'independentfilm', 'money', 'bombing']","['drama', 'thriller']",paris painting independentfilm money bombing jean-paulbelmondo annakarina graziellagalvani dirksanders jimmykaroubi jean-lucgodard drama thriller
4616,Sisters in Law,[],kimlonginotto,['womandirector'],['documentary'],womandirector  kimlonginotto documentary
4617,Ayurveda: Art of Being,[],pannalin,"['philosophy', 'india', 'healing']",['documentary'],philosophy india healing  pannalin documentary
4618,Nothing But a Man,"['ivandixon', 'abbeylincoln', 'juliusharris', 'gloriafoster', 'martinpriest']",michaelroemer,[],['drama'], ivandixon abbeylincoln juliusharris gloriafoster martinpriest michaelroemer drama
4619,"First Love, Last Rites","['giovanniribisi', 'natashagregsonwagner', 'donallogue', 'robertjohnburke', 'jeannettaarnette']",jesseperetz,"['sex', 'misfit', 'boring']",['drama'],sex misfit boring giovanniribisi natashagregsonwagner donallogue robertjohnburke jeannettaarnette jesseperetz drama
4620,Fighting Tommy Riley,"['j.p.davis', 'eddiejones', 'christinachambers', 'dianetayler']",eddieo'flaherty,"['boxer', 'massage', 'unrequitedlove', 'lockerroom', 'independentfilm']","['action', 'adventure', 'drama']",boxer massage unrequitedlove lockerroom independentfilm j.p.davis eddiejones christinachambers dianetayler eddieo'flaherty action adventure drama
4621,Royal Kill,"['patmorita', 'ericroberts', 'gailkim', 'lalaine', 'alexanderwraith']",babarahmed,"['bodyguard', 'princess', 'femaleassassin', 'soldier', 'heir']","['action', 'thriller']",bodyguard princess femaleassassin soldier heir patmorita ericroberts gailkim lalaine alexanderwraith babarahmed action thriller
4622,The Looking Glass,"['dorothytristan', 'jacecasey', 'jacecasey', 'harrymusselwhite', 'elizabethstenholt']",johnd.hancock,[],[], dorothytristan jacecasey jacecasey harrymusselwhite elizabethstenholt johnd.hancock 
4623,Death Race 2000,"['davidcarradine', 'simonegriffeth', 'sylvesterstallone', 'maryworonov', 'robertacollins']",paulbartel,"['dystopia', 'streetrace', 'realityspoof']","['action', 'comedy', 'sciencefiction']",dystopia streetrace realityspoof davidcarradine simonegriffeth sylvesterstallone maryworonov robertacollins paulbartel action comedy sciencefiction
4624,Locker 13,"['rickyschroder', 'jongries', 'tatyanaali', 'jasonmarsden', 'rickhoffman']",jasonmarsden,"['terror', 'anthology', 'suspense']","['horror', 'drama', 'thriller']",terror anthology suspense rickyschroder jongries tatyanaali jasonmarsden rickhoffman jasonmarsden horror drama thriller
4625,Midnight Cabaret,"['lisahartcarroll', 'michaeldesbarres', 'pauldrake', 'lauraharrington', 'thommathews']",pecedingo,[],['horror'], lisahartcarroll michaeldesbarres pauldrake lauraharrington thommathews pecedingo horror
4626,Anderson's Cross,"['joannacassidy', 'joyceguy', 'billmoseley', 'jeromeelstonscott', 'alanblumenfeld']",jeromeelstonscott,['comingofage'],"['romance', 'comedy', 'drama']",comingofage joannacassidy joyceguy billmoseley jeromeelstonscott alanblumenfeld jeromeelstonscott romance comedy drama
4627,Bizarre,"['pierreprieur', 'adrianjames', 'raquelnave', 'rebekahunderhill', 'charliehimmelstein']",étiennefaure,[],"['drama', 'romance']", pierreprieur adrianjames raquelnave rebekahunderhill charliehimmelstein étiennefaure drama romance
4628,Graduation Day,"['christophergeorge', 'billyhufsey', 'patchmackenzie', 'e.dannymurphy', 'e.j.peaker']",herbfreed,['slasher'],['horror'],slasher christophergeorge billyhufsey patchmackenzie e.dannymurphy e.j.peaker herbfreed horror
4629,Some Guy Who Kills People,"['kevincorrigan', 'barrybostwick', 'karenblack', 'leofitzpatrick', 'arielgade']",jackperez,[],"['comedy', 'horror', 'thriller']", kevincorrigan barrybostwick karenblack leofitzpatrick arielgade jackperez comedy horror thriller
4630,Compliance,"['anndowd', 'dreamawalker', 'pathealy', 'philipettinger', 'jamesmccaffrey']",craigzobel,[],"['drama', 'thriller', 'crime']", anndowd dreamawalker pathealy philipettinger jamesmccaffrey craigzobel drama thriller crime
4631,Chasing Amy,"['benaffleck', 'joeylaurenadams', 'jasonlee', 'dwightewell', 'jasonmewes']",kevinsmith,"['newjersey', 'comingout', ""loveofone'slife"", 'bisexuality', 'menageatrois']","['comedy', 'drama', 'romance']",newjersey comingout loveofone'slife bisexuality menageatrois benaffleck joeylaurenadams jasonlee dwightewell jasonmewes kevinsmith comedy drama romance
4632,Lovely & Amazing,"['catherinekeener', 'brendablethyn', 'emilymortimer', 'jakegyllenhaal', 'jameslegros']",nicoleholofcener,['womandirector'],"['comedy', 'drama', 'romance']",womandirector catherinekeener brendablethyn emilymortimer jakegyllenhaal jameslegros nicoleholofcener comedy drama romance
4633,Death Calls,[],,[],[],   
4634,Better Luck Tomorrow,"['parryshen', 'jasontobin', 'sungkang', 'karinannacheung', 'rogerfan']",justinlin,[],"['crime', 'drama']", parryshen jasontobin sungkang karinannacheung rogerfan justinlin crime drama
4635,The Incredibly True Adventure of Two Girls In Love,"['laurelholloman', 'maggiemoore', 'katestafford', 'nicoleariparker', 'tobyposer']",mariamaggenti,"['lesbianrelationship', 'independentfilm', 'lesbianinterest', 'lgbt', 'womandirector']","['comedy', 'drama', 'romance']",lesbianrelationship independentfilm lesbianinterest lgbt womandirector laurelholloman maggiemoore katestafford nicoleariparker tobyposer mariamaggenti comedy drama romance
4636,Chuck & Buck,"['mikewhite', 'chrisweitz', 'lupeontiveros', 'mayarudolph', 'paulweitz']",miguelarteta,"['gay', 'independentfilm', 'mentallyhandicappedman']","['comedy', 'drama']",gay independentfilm mentallyhandicappedman mikewhite chrisweitz lupeontiveros mayarudolph paulweitz miguelarteta comedy drama
4637,American Desi,"['kalpenn', 'purvabedi', 'deepkatdare', 'ronobirlahiri', 'rizwanmanji']",piyushdinkerpandya,"['tradition', 'indianlead', 'roommate', 'cultureclash', 'college']","['drama', 'comedy', 'romance']",tradition indianlead roommate cultureclash college kalpenn purvabedi deepkatdare ronobirlahiri rizwanmanji piyushdinkerpandya drama comedy romance
4638,Amidst the Devil's Wings,[],,[],"['drama', 'action', 'crime']",   drama action crime
4639,Cube,"['nicoledeboer', 'nickyguadagni', 'davidhewlett', 'andrewmiller', 'julianrichings']",vincenzonatali,"['riddle', 'autism', 'claustrophobia', 'maze', 'primenumber']","['thriller', 'sciencefiction', 'mystery']",riddle autism claustrophobia maze primenumber nicoledeboer nickyguadagni davidhewlett andrewmiller julianrichings vincenzonatali thriller sciencefiction mystery
4640,Love and Other Catastrophes,"['mattday', 'matthewdyktynski', 'alicegarner', ""franceso'connor"", 'radhamitchell']",emma-katecroghan,"['independentfilm', 'womandirector']","['comedy', 'romance']",independentfilm womandirector mattday matthewdyktynski alicegarner franceso'connor radhamitchell emma-katecroghan comedy romance
4641,I Married a Strange Person!,"['charismichelsen', 'tomlarson', 'richardspore']",billplympton,[],"['drama', 'comedy', 'animation']", charismichelsen tomlarson richardspore billplympton drama comedy animation
4642,November,"['courteneycox', 'jameslegros', 'michaelealy', 'noradunn', 'nickofferman']",gregharrison,"['posttraumaticstressdisorder', 'photographer', 'lossoflover', 'professor', 'trauma']","['drama', 'mystery', 'thriller']",posttraumaticstressdisorder photographer lossoflover professor trauma courteneycox jameslegros michaelealy noradunn nickofferman gregharrison drama mystery thriller
4643,Like Crazy,"['antonyelchin', 'felicityjones', 'jenniferlawrence', 'charliebewley', 'alexkingston']",drakedoremus,"['chair', 'customs', 'studentvisa', 'parents', 'blogger']","['drama', 'romance']",chair customs studentvisa parents blogger antonyelchin felicityjones jenniferlawrence charliebewley alexkingston drakedoremus drama romance
4644,Teeth and Blood,"['glennplummer', 'michellevanderwater', 'daniellevega', 'gregeagles']",,[],['horror'], glennplummer michellevanderwater daniellevega gregeagles  horror
4645,Sugar Town,"['johntaylor', 'michaeldesbarres', 'martinkemp', 'jadegordon', 'larryklein']",allisonanders,['womandirector'],['comedy'],womandirector johntaylor michaeldesbarres martinkemp jadegordon larryklein allisonanders comedy
4646,The Motel,"['jeffreychyau', 'sungkang', 'jadewu', 'samanthafuterman', 'alexischang']",michaelkang,[],"['drama', 'comedy']", jeffreychyau sungkang jadewu samanthafuterman alexischang michaelkang drama comedy
4647,The Canyons,"['lindsaylohan', 'jamesdeen', 'gusvansant', 'nolangerardfunk', 'amandabrooks']",paulschrader,"['sex', 'adultery', 'jealousy', 'nudity', 'seduction']","['thriller', 'drama']",sex adultery jealousy nudity seduction lindsaylohan jamesdeen gusvansant nolangerardfunk amandabrooks paulschrader thriller drama
4648,On the Outs,"['judymarte', 'paolamendoza', 'flaconavaja', 'dominiccolón', ""edwardo'blenis""]",lorisilverbush,"['prison', 'drugdealer', 'singlemother', 'teenagepregnancy', 'womandirector']",['drama'],prison drugdealer singlemother teenagepregnancy womandirector judymarte paolamendoza flaconavaja dominiccolón edwardo'blenis lorisilverbush drama
4649,Shotgun Stories,"['michaelshannon', 'glendapannell', 'lynnseeprovence', 'douglasligon', 'barlowjacobs']",jeffnichols,"['brotherbrotherrelationship', 'lossoffather', 'arkansas']","['drama', 'thriller']",brotherbrotherrelationship lossoffather arkansas michaelshannon glendapannell lynnseeprovence douglasligon barlowjacobs jeffnichols drama thriller
4650,Exam,"['lukemably', 'adarbeck', 'chriscarey', 'gemmachan', 'nathaliecox']",stuarthazeldine,"['gun', 'room', 'suspicion', 'guard', 'pill']","['thriller', 'mystery']",gun room suspicion guard pill lukemably adarbeck chriscarey gemmachan nathaliecox stuarthazeldine thriller mystery
4651,The Sticky Fingers of Time,"['terumimatthews', 'nicolezaray', 'belindabecker', 'jamesurbaniak', 'thomaspasley']",hilarybrougher,"['future', 'bisexuality', 'timetravel', 'womandirector']","['sciencefiction', 'drama']",future bisexuality timetravel womandirector terumimatthews nicolezaray belindabecker jamesurbaniak thomaspasley hilarybrougher sciencefiction drama
4652,Sunday School Musical,"['chrischatman', 'candiselakota', 'krystleconnor', 'robertacinapura', 'amyganser']",rachelgoldenberg,"['highschool', 'womandirector']",['music'],highschool womandirector chrischatman candiselakota krystleconnor robertacinapura amyganser rachelgoldenberg music
4653,Rust,"['corbinbernsen', 'frankgallacher', 'lloydwarner', 'audreylynntennent']",corbinbernsen,[],['drama'], corbinbernsen frankgallacher lloydwarner audreylynntennent corbinbernsen drama
4654,Ink,"['chriskelly', 'jessicaduffy', 'quinnhunchar', 'jeremymake', 'jenniferbatter']",jaminwinans,"['supernatural', 'fatherdaughterrelationship', 'incubus']","['action', 'fantasy']",supernatural fatherdaughterrelationship incubus chriskelly jessicaduffy quinnhunchar jeremymake jenniferbatter jaminwinans action fantasy
4655,The Christmas Bunny,"['sophiebolen', 'madelinevail', 'colbyfrench', 'florencehenderson', 'charlesbeale']",tomseidman,[],"['drama', 'family']", sophiebolen madelinevail colbyfrench florencehenderson charlesbeale tomseidman drama family
4656,Butterfly,"['stacykeach', 'piazadora', 'orsonwelles', 'edmcmahon', 'junelockhart']",mattcimber,"['nudity', 'seduction']","['crime', 'drama']",nudity seduction stacykeach piazadora orsonwelles edmcmahon junelockhart mattcimber crime drama
4657,UnDivided,[],,[],[],   
4658,The Frozen,"['britmorgan', 'noahsegan']",andrewhyatt,"['bickering', 'accident', 'denialofdeath']","['horror', 'thriller']",bickering accident denialofdeath britmorgan noahsegan andrewhyatt horror thriller
4659,Horse Camp,"['jordantrovillion', 'deancain', 'sherryldespres', 'danablackstone', 'annelyseahmad']",joelpaulreisig,"['horse', 'teenagegirl']","['family', 'drama']",horse teenagegirl jordantrovillion deancain sherryldespres danablackstone annelyseahmad joelpaulreisig family drama
4660,Give Me Shelter,"['katiecleary', 'robertdavi', 'caroledavis', 'alisoneastwood', 'tippihedren']",kristinrizzo,['helpinganimals'],['documentary'],helpinganimals katiecleary robertdavi caroledavis alisoneastwood tippihedren kristinrizzo documentary
4661,The Big Parade,"['johngilbert', 'renéeadorée', 'hobartbosworth', 'clairemcdowell', 'claireadams']",kingvidor,"['worldwari', 'silentfilm']","['drama', 'romance', 'war']",worldwari silentfilm johngilbert renéeadorée hobartbosworth clairemcdowell claireadams kingvidor drama romance war
4662,Little Big Top,"['sidhaig', 'richardriehle', 'melengland', 'jacobzachar', 'travisbetz']",,['independentfilm'],['comedy'],independentfilm sidhaig richardriehle melengland jacobzachar travisbetz  comedy
4663,Along the Roadside,"['michaelmadsen', 'imancrosson', 'lazarristovski']",zoranlisinac,['roadmovie'],"['romance', 'comedy', 'music']",roadmovie michaelmadsen imancrosson lazarristovski zoranlisinac romance comedy music
4664,Bronson,"['tomhardy', 'mattking', 'jameslance', 'kellyadams', 'katybarker']",nicolaswindingrefn,"['prison', 'isolation']","['drama', 'action', 'crime']",prison isolation tomhardy mattking jameslance kellyadams katybarker nicolaswindingrefn drama action crime
4665,Western Religion,"['petershinkoda', 'meriktadros', 'petersherayko', 'milesszanto', 'jonathanericksoneisley']",jameso'brien,[],['western'], petershinkoda meriktadros petersherayko milesszanto jonathanericksoneisley jameso'brien western
4666,Burn,"['donaldaustin', 'brendan""doogie""milewski', 'daveparnell']",tomputnam,"['michigan', 'crisis', 'firefighting', 'detroit', 'womandirector']","['foreign', 'documentary']","michigan crisis firefighting detroit womandirector donaldaustin brendan""doogie""milewski daveparnell tomputnam foreign documentary"
4667,Urbania,"['danfutterman', 'mattkeeslar', 'samuelball', 'lothairebluteau', 'alancumming']",jonmatthews,[],"['romance', 'drama']", danfutterman mattkeeslar samuelball lothairebluteau alancumming jonmatthews romance drama
4668,The Stewardesses,"['christinahart', 'ronaldsouth', 'williamcondos', 'anitademoulin', 'paulaerikson']",alsillimanjr.,"['femalenudity', 'lesbian', 'eroticmovie']",['comedy'],femalenudity lesbian eroticmovie christinahart ronaldsouth williamcondos anitademoulin paulaerikson alsillimanjr. comedy
4669,"The Beast from 20,000 Fathoms","['paulhubschmid', 'paularaymond', 'cecilkellaway', 'kennethtobey', 'donaldwoods']",eugènelourié,"['monster', 'atomicbomb', 'lighthouse', 'arctic', 'rampage']","['adventure', 'horror', 'sciencefiction']",monster atomicbomb lighthouse arctic rampage paulhubschmid paularaymond cecilkellaway kennethtobey donaldwoods eugènelourié adventure horror sciencefiction
4670,Mad Max,"['melgibson', 'joannesamuel', 'hughkeays-byrne', 'stevebisley', 'timburns']",georgemiller,"['chain', 'baby', 'bridge', 'post-apocalyptic', 'dystopia']","['adventure', 'action', 'thriller', 'sciencefiction']",chain baby bridge post-apocalyptic dystopia melgibson joannesamuel hughkeays-byrne stevebisley timburns georgemiller adventure action thriller sciencefiction
4671,Swingers,"['jonfavreau', 'vincevaughn', 'ronlivingston', 'patrickvanhorn', 'alexdésert']",dougliman,"['independentfilm', 'stuffedanimal', 'hollywood', 'drink', 'swinger']","['comedy', 'romance']",independentfilm stuffedanimal hollywood drink swinger jonfavreau vincevaughn ronlivingston patrickvanhorn alexdésert dougliman comedy romance
4672,A Fistful of Dollars,"['clinteastwood', 'mariannekoch', 'gianmariavolonté', 'wolfganglukschy', 'josécalvo']",sergioleone,"['gangwar', 'victimofmurder', 'greed', 'hostility', 'spaghettiwestern']",['western'],gangwar victimofmurder greed hostility spaghettiwestern clinteastwood mariannekoch gianmariavolonté wolfganglukschy josécalvo sergioleone western
4673,She Done Him Wrong,"['maewest', 'carygrant', 'owenmoore', 'gilbertroland', 'noahbeery']",lowellsherman,"['singer', 'nightclubowner']",['comedy'],singer nightclubowner maewest carygrant owenmoore gilbertroland noahbeery lowellsherman comedy
4674,Short Cut to Nirvana: Kumbh Mela,[],,[],[],   
4675,The Grace Card,"['michaeljoiner', 'michaelhiggenbottom', 'louisgossett,jr.', 'cindyhodge']",davidevans,"[""family'sdailylife"", 'bible', 'platoniclove', 'hope', 'churchservice']",['drama'],"family'sdailylife bible platoniclove hope churchservice michaeljoiner michaelhiggenbottom louisgossett,jr. cindyhodge davidevans drama"
4676,Middle of Nowhere,"['davidoyelowo', 'mayagilbert', 'sharonlawrence', 'emayatzycorinealdi', 'dondrewhitfield']",avaduvernay,"['prison', 'womandirector']",['drama'],prison womandirector davidoyelowo mayagilbert sharonlawrence emayatzycorinealdi dondrewhitfield avaduvernay drama
4677,Three,"['sophierois', 'sebastianschipper', 'devidstriesow', 'annedorekleist', 'alexanderhörbe']",tomtykwer,"['sex', 'bisexual', 'science']","['romance', 'drama', 'comedy']",sex bisexual science sophierois sebastianschipper devidstriesow annedorekleist alexanderhörbe tomtykwer romance drama comedy
4678,The Business of Fancydancing,"['evanadams', 'michellest.john', 'genetagaban', 'swilkanim', 'rebeccacarroll']",shermanalexie,['independentfilm'],"['music', 'drama']",independentfilm evanadams michellest.john genetagaban swilkanim rebeccacarroll shermanalexie music drama
4679,Call + Response,[],justindillon,[],['documentary'],  justindillon documentary
4680,Malevolence,"['samanthadark', 'heathermagee', 'richardglover', 'r.brandonjohnson']",stevanmena,"['hostage', 'psychopath', 'abandonedhouse', 'serialkiller', 'slasher']","['crime', 'horror', 'thriller']",hostage psychopath abandonedhouse serialkiller slasher samanthadark heathermagee richardglover r.brandonjohnson stevanmena crime horror thriller
4681,Reality Show,"['adamrifkin', 'kelleymenighanhensley', 'kendrasuewaldman', 'scottanderson']",adamrifkin,"['wifehusbandrelationship', 'reality', 'realitytv', 'realityspoof']",[],wifehusbandrelationship reality realitytv realityspoof adamrifkin kelleymenighanhensley kendrasuewaldman scottanderson adamrifkin 
4682,Super Hybrid,"['shannonbeckner', 'odedfehr', 'ryankennedy', 'adriendorval', 'duncanfisher']",ericvalette,[],['horror'], shannonbeckner odedfehr ryankennedy adriendorval duncanfisher ericvalette horror
4683,Baghead,"['rosspartridge', 'stevezissis', 'gretagerwig', 'elisemuller', 'jettgarner']",jayduplass,"['mumblecore', 'mumblegore']","['drama', 'comedy', 'horror']",mumblecore mumblegore rosspartridge stevezissis gretagerwig elisemuller jettgarner jayduplass drama comedy horror
4684,American Beast,"['arminhabibovich', 'victorialachelle', 'livingstonoden', 'taylorscottolson']",livingstonoden,"['terror', 'horror', 'fear', 'wood', 'grove']",['horror'],terror horror fear wood grove arminhabibovich victorialachelle livingstonoden taylorscottolson livingstonoden horror
4685,The Case of the Grinning Cat,[],chrismarker,[],['documentary'],  chrismarker documentary
4686,Ordet,"['birgittefederspiel', 'prebenlerdorffrye', 'henrikmalberg', 'emilhasschristensen', 'ejnerfederspiel']",carltheodordreyer,"['faith', 'independentfilm', 'religion', 'religiousfundamentalist', 'pregnantwife']",['drama'],faith independentfilm religion religiousfundamentalist pregnantwife birgittefederspiel prebenlerdorffrye henrikmalberg emilhasschristensen ejnerfederspiel carltheodordreyer drama
4687,Good Dick,"['mariannapalka', 'jasonritter', 'ericedelstein', 'martinstarr', 'markwebber']",mariannapalka,"['sexuality', 'roommate', 'misfit', 'independentfilm', 'relationship']","['comedy', 'drama', 'romance']",sexuality roommate misfit independentfilm relationship mariannapalka jasonritter ericedelstein martinstarr markwebber mariannapalka comedy drama romance
4688,The Man from Earth,"['davidleesmith', 'tonytodd', 'johnbillingsley', 'ellencrawford', 'annikapeterson']",richardschenkman,"['philosophy', 'secret', 'birthday', 'professor', 'psychology']","['sciencefiction', 'drama']",philosophy secret birthday professor psychology davidleesmith tonytodd johnbillingsley ellencrawford annikapeterson richardschenkman sciencefiction drama
4689,The Trials Of Darryl Hunt,[],rickistern,['womandirector'],['documentary'],womandirector  rickistern documentary
4690,Samantha: An American Girl Holiday,"['miafarrow', 'annasophiarobb', 'oliviaballantyne', 'kelseylewis', 'jordanbridges']",nadiatass,[],"['drama', 'family']", miafarrow annasophiarobb oliviaballantyne kelseylewis jordanbridges nadiatass drama family
